,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses
3750,Івано-Франківськ-Мукачево,Івано-Франківськ,Мукачево,7781413455419538665,Укртрансбезпека,317/318,щоденно,один,"М3, ІІІ",Починаючи з 1986 року,19.05.2011-18.05.2016,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",2+1
3751,Рахів-Івано-Франківськ,Рахів,Івано-Франківськ,8870709129366938481,Укртрансбезпека,319/320,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,09.05.2015-08.05.2020,"ТОВ ""ІВ-Авто"", адреса: вул. Ковпака, буд. 52-А, смт.Делятин, Надвірнянський район, Івано-Франківська область, АЕ 421680",1+1
3752,Кам'янець-Подільський-Іване-Пусте,Кам'янець-Подільський,Іване-Пусте,680352520859221146,Укртрансбезпека,321/322,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2002 року,18.08.2011-17.08.2016,"ФОП Балла М.А., адреса: вул.Смірнова, буд.65, кв.50, м.Кам'янець-Подільський, Хмельницька область, АЕ 421336",1+1
3753,Кам'янець-Подільський-Іване-Пусте,Кам'янець-Подільський,Іване-Пусте,680352520859221146,Укртрансбезпека,323/324,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2002 року,18.08.2011-17.08.2016,"ФОП Балла М.А., адреса: вул.Смірнова, буд.65, кв.50, м.Кам'янець-Подільський, Хмельницька область, АЕ 421336",1+1
3754,Бориспіль-Київ-Одеса,Бориспіль,Одеса,8305113938331235451,Укртрансбезпека,325/326,щоденно,один,"М3, ІІІ",Починаючи з 2003 року,06.08.2014-05.08.2019,"ПІК ""ААЗ Трейдінг Ко"", адреса: вул.Чистяківська, 30, м.Київ, АЕ 572514",1+1
3755,Микачево-Івано-Франківськ,Микачево,Івано-Франківськ,7781413455419538665,Укртрансбезпека ,331/332,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,18.11.2011-17.11.2016,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",2+1
3756,Луцьк-Львів-Любешів,Луцьк,Любешів,2757818599370965994,Укртрансбезпека ,337/338,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,16.12.2015-15.12.2020,"ФОП Яцук А.Ф., адреса: вул.Кравчука, 26-А/21, м.Луцьк, АД 062705",2+1
3757,Могилів-Подільський-Кам'янець-Подільський,Могилів-Подільський,Кам'янець-Подільський,0,Укртрансбезпека ,339/340,Прямий та зворотній рейси виконуються Пон.Чт.Пт.Суб.Нед.,один,"М2, М3, В, ІІІ",,,,1+1
3758,Вінниця-Кам'янець-Подільський,Вінниця,Кам'янець-Подільський,680352520859221146,Укртрансбезпека ,343/344,щоденно,один,"М3, ІІІ",Починаючи з 1995 року,16.06.2011-15.06.2016,"ФОП Балла М.А., адреса: вул.Смірнова, буд.65, кв.50, м.Кам'янець-Подільський, Хмельницька область, АЕ 421336",1+1
3759,Вінниця-Кам'янець-Подільський,Вінниця,Кам'янець-Подільський,2792238615173116291,Укртрансбезпека ,345/346,щоденно,один,"М3, ІІІ",Починаючи з 1997 року,13.12.2011-12.12.2016,"ФОП Вигонюк В.О., адреса:  вул.Матросова, 58-А, м.Вінниця, АВ 616946",1+1
3760,Івано-Франківськ-Самбір,Івано-Франківськ,Самбір,723361595322376652,Укртрансбезпека ,347/348,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,19.02.2015-18.02.2020,"ТОВ ""Самбірське  АТП 14608"", адреса: вул.Нова, 12, с.Новосілки-гостинні, Самбірський район, Львівська область, АГ 587992",1+1
3761,Тернопіль-Івано-Франківськ,Тернопіль,Івано-Франківськ,9213935738860859824,Укртрансбезпека ,351/352,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1986 року,19.05.2011-18.05.2016,"ПАТ ""Тернопільське АТП-16127"", адреса: вул.Галицька, 38, м.Тернопіль, АГ 587907",1+1
3762,Тернопіль-Івано-Франківськ,Тернопіль,Івано-Франківськ,7781413455419538665,Укртрансбезпека ,353/354,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2005 року,19.05.2011-18.05.2016,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",1+1
3763,Київ-Могилів-Подільський,Київ,Могилів-Подільський,7303498397904296371,Укртрансбезпека ,355/356,щоденно,один,"М3, ІІІ",Починаючи з 1995 року,29.05.2014-28.05.2019,"ПрАТ ""Могилiв-Подiльське АТП-10508"", адреса: пр-т Незалежності, 315, м.Могилів-Подільський, Вінницька область, АД 033542",1+1
3764,Кам'янець-Подільський-Чернівці,Кам'янець-Подільський,Чернівці,5190724185137022953,Укртрансбезпека ,359/360,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1994 року,26.12.2015-25.12.2020,"ПП ""Комфорт-Транс"", адреса: вул. Васильєва, буд. 61, м.Хотин, Чернівецька область",1+1
3765,Тернопіль-Івано-Франківськ,Тернопіль,Івано-Франківськ,7781413455419538665,Укртрансбезпека ,365/366,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1991 року,14.10.2015-13.10.2020,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",1+1
3766,Нова-Одеса - Одеса,Нова-Одеса,Одеса,2349757145232435053,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,25.02.2014-24.02.2019,"ТДВ ""Автомобіліст"", адреса: вул. Сапроненка, 28, м.Нова Одеса, Миколаївська область, АГ 585489",1+1
3767,Бориспіль-Київ-Ужгород,Бориспіль,Ужгород,0,Укртрансбезпека ,373/374,"Прямий рейс виконується Пт.
Зворотній рейс виконується Нед.",один,"М3, ІІІ",,,,2+1
3768,Кам'янець-Подільський-Чернівці,Кам'янець-Подільський,Чернівці,5765601243536068055,Укртрансбезпека ,375/376,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2008 року,06.06.2015-05.06.2020,"ФОП Попович В.І. , адреса: вул. Князів Коріатовичів, 4/40, м.Кам'янець-Подільський, Хмельницьк, АД 076943",1+1
3769,Камінь-Каширський-Львів,Камінь-Каширський,Львів,4662926375475346298,Укртрансбезпека ,375/376,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,24.06.2014-23.06.2019,"ФОП Ніщик В.В., адреса: вул. Ватутіна, буд. 24-А, м.Камінь-Каширський, Волинська область, АЕ 421425",1+1
3770,Івано-Франківськ-Трускавець,Івано-Франківськ,Трускавець,2867890754283748117,Укртрансбезпека ,375/376,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,02.07.2011-01.07.2016,"ТОВ ""АТП-12629"", адреса: вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510429",1+1
3771,Івано-Франківськ-Трускавець,Івано-Франківськ,Трускавець,2867890754283748117,Укртрансбезпека ,377/378,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1986 року,14.10.2015-13.10.2020,"ТОВ ""АТП-12629"", адреса: вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510429",1+1
3772,Кам'янець-Подільський-Чернівці,Кам'янець-Подільський,Чернівці,2579895506653284039,Укртрансбезпека ,377/378,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,21.07.2013-20.07.2018,"ПАТ ""Кам'янець-Подільське АТП 16808"", адреса:вул.Драй Хмари, 50, м.Кам'янець-Подільський, Хмельницька область, 32300, АГ 592024",1+1
3773,Підволочиськ-Івано-Франківськ,Підволочиськ,Івано-Франківськ,1881526989742260413,Укртрансбезпека ,377/378,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,18.02.2014-17.02.2019,"ПАТ ""Підволочиське АТП-16141"", адреса: вул.Лисенка,4, смт.Підволочиськ, Підволочиський район, Тернопільська область, АВ 616911",1+1
3774,Кам'янець-Подільський-Чернівці,Кам'янець-Подільський,Чернівці,5190724185137022953,Укртрансбезпека ,379/380,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1994 року,26.12.2015-25.12.2020,"ПП ""Комфорт-Транс"", адреса: вул. Васильєва, буд. 61, м.Хотин, Чернівецька область",1+1
3775,Солотвино-Кам'янець-Подільський,Солотвино,Кам'янець-Подільський,7176271203322524725,Укртрансбезпека ,389/390,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,03.11.2014-04.09.2019,"ТОВ ""Бочкор і сини"", адреса: вул. Кармелюка, 2, м.Рахів, Закарпатська область, АЕ 189593",2+1
3776,Галич-Львів-Івано-Франківськ,Галич,Івано-Франківськ,3788579687228509148,Укртрансбезпека ,391/392,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,21.04.2011-20.04.2016,"ПрАТ ""Рогатинавто"", адреса: вул.Галицька, буд.108, м.Рогатин, Івано-Франківська область, 77000",1+1
3777,Львів-Івано-Франківськ,Львів,Івано-Франківськ,2867890754283748117,Укртрансбезпека ,401/402,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2000 року,14.10.2015-13.10.2020,"ТОВ ""АТП-12629"", адреса: вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510429",1+1
3778,Тернопіль-Івано-Франківськ,Тернопіль,Івано-Франківськ,5666302590409157960,Укртрансбезпека ,403/404,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,01.07.2014-30.06.2019,"ФОП Стецик Т.В., адреса: вул.Київська, 14/155, м.Тернопіль, АД 038990",1+1
3779,Київ-Новоград-Волинський,Київ,Новоград-Волинський,0,Укртрансбезпека ,409/410,щоденно,один,"М3, ІІІ",,,,1+1
3780,Новоград-Сіверський-Київ,Новоград-Сіверський,Київ,8628257522894093216,Укртрансбезпека ,413/414,Прямий та зворотній рейси виконуються Пт.Нед.,один,"М3, ІІІ",Починаючи з 2011 року,31.12.2014-30.12.2019,"ТОВ ""Автотранс"", адреса: вул.Борисенка, 60, м.Чернігів, АД 064899",1+1
3781,Кам'янець-Подільський-Новоград-Волинський,Кам'янець-Подільський,Новоград-Волинський,4435288625839356013,Укртрансбезпека ,421/422,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,29.05.2014-28.05.2019,"ФОП Пелешок В.М., адреса: вул.Радянська, 39, кв.1, м.Новоград-Волинський, Житомирська область, АД 064742",2+1
3782,Монастириська-Івано-Франківськ,Монастириська,Івано-Франківськ,0,Укртрансбезпека ,421/422,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
3783,Тернопіль-Івано-Франківськ-Монастирська,Тернопіль,Монастирська,8661452406628516600,Укртрансбезпека ,423/424,щоденно,один,"М2, М3, В, ІІІ",Поччинаючи з 2000 року,13.12.2011-12.12.2016,"ТОВ ""Бучацьке АТП 16139"", адреса: вул.C.Бандери,  10, м.Бучач, Тернопільська область, 48403, АВ 532596",1+1
3784,Монастириська-Тернопіль-Івано-Франківськ,Монастириська,Івано-Франківськ,8661452406628516600,Укртрансбезпека ,425/426,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2009 року,18.02.2014-17.02.2019,"ТОВ ""Бучацьке АТП 16139"", адреса: вул.C.Бандери,  10, м.Бучач, Тернопільська область, 48403, АВ 532596",1+1
3785,Гусятин-Івано-Франківськ,Гусятин,Івано-Франківськ,464439088882758812,Укртрансбезпека ,427/428,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,18.11.2011-17.11.2016,"ФОП Шимчишин М.М., адреса: с.Нижбірок, Гусятинський район, Тернопільська область, АВ 535765",1+1
3786,Львів-Івано-Франківськ,Львів,Івано-Франківськ,3210629315538505396,Укртрансбезпека ,431/432,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,21.10.2015-20.10.2020,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
3787,Харків-Генічеськ-Стрілкове,Харків,Стрілкове,2893715155176716434,Укртрансбезпека ,431/432,в період з 01.05 по 16.10 виконується щоденно,один,"М3, ІІІ",Починаючи з 1997 року,23.12.2015-22.12.2020,"ТОВ ""Авто-ОВІ"", адреса: проспект Московський, буд. 248, корп. Г, кв. 42, м.Харків, АЕ 421550",2+1
3788,Львів-Івано-Франківськ,Львів,Івано-Франківськ,3210629315538505396,Укртрансбезпека ,433/434,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,21.10.2015-20.10.2020,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
3789,Івано-Франківськ-Львів,Івано-Франківськ,Львів,9092932107233675721,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1996 року,26.06.2015-25.06.2020,"ФОП Ткачівський Я.В., адреса: вул.Берегова,6, м.Івано-Франківськ, АВ 544081",1+1
3790,Бориспіль-Київ-Одеса,Бориспіль,Одеса,7536528217221847693,Укртрансбезпека ,435/436,щоденно,один,"М3, ІІІ",Починаючи з 2003 року,29.09.2013-28.09.2018,"ТОВ ""Гюнсел"", адреса: вул. Федора Ернста, 3б, м.Київ, 03048, АГ 593998",1+1
3791,Київ-Кам'янець-Подільський,Київ,Кам'янець-Подільський,5765601243536068055,Укртрансбезпека ,439/440,щоденно,один,"М3, ІІІ",Починаючи з 1991 року,29.01.2015-28.01.2020,"ФОП Попович В.І. , адреса: вул. Князів Коріатовичів, 4/40, м.Кам'янець-Подільський, Хмельницьк, АД 076943",2+1
3792,Івано-Франківськ-Хуст,Івано-Франківськ,Хуст,8870709129366938481,Укртрансбезпека ,443/444,щоденно,один,"М3, ІІІ",Починаючи з 1986 року,19.02.2015-18.02.2020,"ТОВ ""ІВ-Авто"", адреса: вул. Ковпака, буд. 52-А, смт.Делятин, Надвірнянський район, Івано-Франківська область, АЕ 421680",1+1
3793,Івано-Франківськ-Підгайці,Івано-Франківськ,Підгайці,7781413455419538665,Укртрансбезпека,457/458,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2001 року,17.01.2013-16.01.2018,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",1+1
3794,Івано-Франківськ-Підгайці,Івано-Франківськ,Підгайці,7781413455419538665,Укртрансбезпека,461/462,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2001 року,17.01.2013-16.01.2018,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",1+1
3795,Коломия-Чернівці-Івано-Франківськ,Коломия,Івано-Франківськ,8275739098926821067,Укртрансбезпека,471/472,щоденно,один,"М3, ІІІ",Починаючи з 2000 року,16.12.2015-15.12.2020,"ФОП Малкович Б.В., адреса: вул.Коссака, 9, м.Коломия, Івано-Франківська область, АВ 525637",1+1
3796,Івано-Франківськ-Чернівці-Коломия,Івано-Франківськ,Коломия,8275739098926821067,Укртрансбезпека,473/474,щоденно,один,"М3, ІІІ",Починаючи з 2000 року,16.12.2015-15.12.2020,"ФОП Малкович Б.В., адреса: вул.Коссака, 9, м.Коломия, Івано-Франківська область, АВ 525637",1+1
3797,Могилів-Подільський-Одеса,Могилів-Подільський,Одеса,1518803321049081687,Укртрансбезпека,477/478,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,29.08.2011-28.08.2016,"ФОП Вацак С.В., адреса: пр. Незалежності, буд. 295, кв.13, м.Могилів-Подільський, Вінницька область, АВ 532716",1+1
3798,Переяслав-Хмельницький-Черкаси,Переяслав-Хмельницький,Черкаси,0,Укртрансбезпека,485/486,щоденно,один,"М2, М3, В, ІІІ",,,,1+1
3799,Первомайськ-Сімферополь-Судак,Первомайськ,Судак,7667183426923393744,Укртрансбезпека,487/488,щоденно,один,"М3, ІІІ",Починаючи з 1981 року,15.04.2011-14.04.2016,"ТДВ ""Оріон-Авто"", адреса: вул. Казарського, 4, м.Миколаїв, 54007, АВ 562984",2+1
3800,Івано-Франківськ-Тернопіль,Івано-Франківськ,Тернопіль,8585464903594922477,Укртрансбезпека,487/488,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2004 року,25.10.2011-24.10.2016,"ФОП Терешкун І.М., адреса: вул.Незалежності,29, с.Угринів, Тисменицький район, Івано-Франківська область, АГ 584041",1+1
3801,Переяслав-Хмельницький-Черкаси,Переяслав-Хмельницький,Черкаси,0,Укртрансбезпека,487/488,щоденно,один,"М2, М3, В, ІІІ",,,,1+1
3802,Корсунь-Шевченківський-Київ,Корсунь-Шевченківський,Київ,5903016947506731914,Укртрансбезпека,489/490,Прямий та зворотній рейси виконуються Пон.,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,06.03.2012-05.03.2017,"ВАТ ""Корсунь-Шевченківське АТП 17144"", адреса: вул.Ювілейна,15, м.Корсунь-Шевченківський, Черкаський район, Черкаська область, АД 038774",1+1
3803,Сокаль-Івано-Франківськ,Сокаль,Івано-Франківськ,0,Укртрансбезпека,493/494,щоденно,один,"М3, ІІІ",,,,1+1
3804,Борщів-Івано-Франківськ,Борщів,Івано-Франківськ,642944677930070855,Укртрансбезпека,495/496,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2005 року,23.06.2011-22.06.2016,"ТОВ ""Борщівське АТП 16138"", адреса: вул.Я.Кондри, 6, м.Борщів, Тернопільська область, АГ 585683",1+1
3805,Борщів-Івано-Франківськ,Борщів,Івано-Франківськ,642944677930070855,Укртрансбезпека,499/500,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2005 року,13.12.2011-12.12.2016,"ТОВ ""Борщівське АТП 16138"", адреса: вул.Я.Кондри, 6, м.Борщів, Тернопільська область, АГ 585683",1+1
3806,Дубно-Івано-Франківськ,Дубно,Івано-Франківськ,5031403130069140316,Укртрансбезпека,501/502,щоденно,один,"М3, ІІІ",Починаючи з 1990 року,23.01.2014-21.11.2017,"ПрАТ ""Дубенське АТП 15606"" , адреса: вул.Мирогощанська, 62, м.Дубно, Рівненська область, АЕ267978",1+1
3807,Луцьк-Івано-Франківськ,Луцьк,Івано-Франківськ,85634046896313266,Укртрансбезпека,503/504,щоденно,один,"М3, ІІІ",Починаючи з 1989 року,19.05.2011-18.05.2016,"ВАТ ""Луцьке АТП-10727"",вул.Рівненська, 25, м.Луцьк,АГ592043",2+1
3808,Борщів-Кам`янець-Подільський,Борщів,Кам`янець-Подільський,6860528394918215389,Укртрансбезпека,505/506,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 2005 року,11.04.2015-10.04.2020,"ТОВ ""Борщівське АТП 16138"",вул.Я.Кондри, 6, м.Борщів, Тернопільська область,АГ585683",1+1
3809,Камінь-Каширський-Рівне,Камінь-Каширський,Рівне,43360293046225104,Укртрансбезпека,505/506,"Прямий та зворотній рейси виконуються Пон.,Вівт.,Сер.,Чт.,Пт.,Суб..",один,"М3, ІІІ",Починаючи з 2013 року,01.07.2014-30.06.2019,"ФОП Кот Р.А., адреса:,вул.Поліська, 1, м.Камінь-Каширський, Волинська область,АГ588905",1+1
3810,Заліщики-Кам`янець-Подільський,Заліщики,Кам`янець-Подільський,6860528394918215389,Укртрансбезпека,507/508,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2007 року,18.02.2014-17.02.2019,"ТОВ ""Борщівське АТП 16138"",вул.Я.Кондри, 6, м.Борщів, Тернопільська область,АГ585683",1+1
3811,Борщів-Кам`янець-Подільський,Борщів,Кам`янець-Подільський,642944677930070855,Укртрансбезпека,511/512,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 2005 року,08.07.2015-07.07.2020,"ТОВ ""Борщівське АТП 16138"", адреса: вул.Я.Кондри, 6, м.Борщів, Тернопільська область, АГ 585683",1+1
3812,Бориспіль-Київ-Львів,Бориспіль,Львів,930689994105695428,Мінінфраструктури,511/512,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,13.07.2018-12.07.2023,"ТОВ ""ААЗ Трейдінг -Автолюкс"",вул.Шевченка, 176, м.Боярка, Києво-Святошинський р-н, Київська обл.,АЕ572514",1+1
3813,Миколаїв-Новий Розділ-Рогатин,Миколаїв,Рогатин,7152778708068760159,Укртрансбезпека,519/520,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 1997 року,17.01.2013-16.01.2018,"ТДВ ""Миколаївське АТП 14627"",Львівське шосе, 1, м.Миколаїв, Львівська область,АГ504902",1+1
3814,Миколаїв-Новий Розділ-Рогатин,Миколаїв,Рогатин,7152778708068760159,Укртрансбезпека,521/522,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1997 року,17.01.2013-16.01.2018,"ТДВ ""Миколаївське АТП 14627"",Львівське шосе, 1, м.Миколаїв, Львівська область,АГ504902",1+1
3815,Борщів-Кам`янець-Подільський,Борщів,Кам`янець-Подільський,6860528394918215389,Укртрансбезпека,525/526,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 2006 року,23.06.2011-22.06.2016,"ТОВ ""Борщівське АТП 16138"",вул.Я.Кондри, 6, м.Борщів, Тернопільська область,АГ585683",1+1
3816,Коломия-Рахів-Солотвино,Коломия,Солотвино,7451054067135941390,Укртрансбезпека,533/534,"Виконується щоденно: Коломия-Рахів-Солотвино -з 01.12. по 01.04., Коломия-Рахів - з 01.06. по 01.09",один,"М3, ІІІ",Починаюи з 1999 року,13.12.2011-12.12.2016,"ПАТ ""Коломийське АТП"", адреса:пр-т М.Грушевського, 94, м.Коломия, Івано-Франківська область, 78200, АГ 593931",1+1
3817,Івано-Франківськ-Тернопіль,Івано-Франківськ,Тернопіль,0,Укртрансбезпека,533/534,щоденно,один,"М2,М3,В,ІІІ",,,,1+1
3818,Тернопіль-Івано-Франківськ,Тернопіль,Івано-Франківськ,613119910308355940,Укртрансбезпека,543/544,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,17.04.2014-16.07.2019,"ФОП Крайничин А.І., адреса: вул. С. Будного, буд.26, кв.51, м.Тернопіль, АД 038729",1+1
3819,Могилів-Подільський-Хмельницький,Могилів-Подільський,Хмельницький,0,Укртрансбезпека,545/546,Прямий та зворотній рейси виконуються Пон.Вівт.Чт.Пт.Суб.Нед.,один,"М3, ІІІ",,,,1+1
3820,Івано-Франківськ-Устя-Зелене,Івано-Франківськ,Зелене,0,Укртрансбезпека,555/556,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
3821,Івано-Франківськ-Маркова,Івано-Франківськ,Маркова,0,Укртрансбезпека,561/562,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
3822,Івано-Франківськ-Горигляди,Івано-Франківськ,Горигляди,2867890754283748117,Укртрансбезпека,569/570,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,14.10.2015-13.10.2020,"ТОВ ""АТП-12629"", адреса: вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510429",1+1
3823,Чемерівці-Тернопіль-Кам'янець-Подільський,Чемерівці,Кам'янець-Подільський,661442258415574900,Укртрансбезпека,575/576,щоденно,один,"М3, ІІІ",Починаючи з 1991 року,16.12.2015-15.12.2020,"ТДВ ""Чемеровецьке АТП 16847"", адреса: Гусятинське шосе, 4, смт.Чемерівці, Чемеровецький район, Хмельницька область, 31600, АГ 592524",1+1
3824,Бориспіль-Київ-Одеса,Бориспіль,Одеса,2609691110780875952,Укртрансбезпека,585/586,щоденно,один,"М3, ІІІ",Починаючи з 2003 року,29.09.2013-28.09.2018,"ПІК ""ААЗ Трейдінг Ко"",вул.Чистяківська, 30, м.Київ,АЕ572514",1+1
3825,Хмельницький-Могилів-Подільський,Хмельницький,Могилів-Подільський,5029231685135912658,Укртрансбезпека,587/588,щоденно,один,"М3, ІІІ",Починаючи з 2004 року,11.05.2012-19.10.2016,"ФОП Цвігунов А.М., адреса: вул. Вишнева, буд.22, м.Хмельницький, АД 064646",1+1
3826,Київ-Білгород-Дністровський,Київ,Білгород-Дністровський,8031016645206640738,Укртрансбезпека,595/596,в період з 15.05 по 15.09 виконується щоденно,один,"М3, ІІІ",Починаючи з 1991 року,05.09.2014-04.09.2019,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",2+1
3827,Суми-Новоград-Сіверський ,Суми,Новоград-Сіверський ,8632488859944301123,Укртрансбезпека,595/596,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,21.10.2015-20.10.2020,"ФОП Муха С.О., адреса: Крупської 37, м.Білопілля, Сумська область, АД 033950",1+1
3828,Кам'янець-Подільський-Тернопіль,Кам'янець-Подільський,Тернопіль,5780240714668758484,Укртрансбезпека,605/606,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,31.12.2014-30.12.2019,"ПП ""АТП - Кам'янець"", адреса: Драй-Хмари, буд. 50, м.Кам'янець-Подільський, Хмельницька область, АЕ 264359",1+1
3829,Кривий Ріг-Троїцьке-Сафанове,Кривий Ріг,Сафанове,2209875308356376801,Укртрансбезпека,613/614,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1982 року,15.09.2011-14.09.2016,"ПАТ ""Північтранс"", адреса: 21 км Старокиївської дороги, м.Одеса, АГ 587970",1+1
3830,Кривий Ріг-Троїцьке-Сафанове,Кривий Ріг,Сафанове,2209875308356376801,Укртрансбезпека,615/616,щоденно,один,"М2, М3, В, ІІ, ІІІ",,15.09.2011-14.09.2016,"ПАТ ""Північтранс"", адреса: 21 км Старокиївської дороги, м.Одеса, АГ 587970",1+1
3831,Новгород-Сіверський-Київ,Новгород-Сіверський,Київ,8628257522894093216,Укртрансбезпека,625/626,щоденно,один,"М3, ІІІ",Починаючи  1996 року,21.08.2014-20.08.2019,"ТОВ ""Автотранс"", адреса: вул.Борисенка, 60, м.Чернігів, АД 064899",1+1
3832,Бориспіль-Київ-Одеса,Бориспіль,Одеса,7536528217221847693,Укртрансбезпека,639/640,щоденно,один,"М3, ІІІ",Починаючи з 2003 року,22.12.2013-21.12.2018,"ТОВ ""Гюнсел"", адреса: вул. Федора Ернста, 3б, м.Київ, 03048, АГ 593998",1+1
3833,Затока-Одеса-Чернівці,Затока,Чернівці,6062980751049362430,Укртрансбезпека,641/642,"В період з 01.06 по 01.09 Затока-Чернівці щорічно
В період з 02.09 по 31.05. Одеса-Чернівці щорічно",один,"М3, ІІІ",Починаючи з 1993 року,11.04.2015-10.04.2020,"ТДВ ""Денисівка"", адреса: вул.М.Тореза, 64-Б, м.Чернівці, 58007, АГ 587966",2+1
3834,Переяслав-Хмельницький-Богуслав,Переяслав-Хмельницький,Богуслав,0,Укртрансбезпека,651/652,"Прямий та зворотній рейси виконуються Суб.Нед.З 01.07 по 31.08-до м. Миронівка, з 01.09 по 30.06-до м. Богуслав",один,"М3, ІІІ",,,,2+1
3835,Переяслав-Хмельницький-Богуслав,Переяслав-Хмельницький,Богуслав,0,Укртрансбезпека,653/654,"Прямий та зворотній рейси виконуються Суб.Нед.З 01.07 по 31.08-до м. Миронівка, з 01.09 по 30.06-до м. Богуслав",один,"М3, ІІІ",,,,1+1
3836,Бар-Івано-Франківськ,Бар,Івано-Франківськ,867718349012524909,Укртрансбезпека,653/654,щоденно,один,"М3, ІІІ",Починаючи з 1988 року,08.02.2013-07.02.2018,"ВАТ ""Барське АТП 10513"", адреса: вул.Привокзальна, 2, м.Бар, Вінницька область, АГ 592067",2+1
3837,Івано-Франківськ-Ужгород,Івано-Франківськ,Ужгород,0,Укртрансбезпека,657/658,щоденно,один,"М3, ІІІ",,,,1+1
