arrival,bus_age,bus_comfort_level,company_id,coords,count,departure,drives_per_day,id,license_data,marchRoute,number_of_buses,regulative_institution,route_regularity
Подільськ ЖДВ,,"Жорсткий, не менше 20 місць",6349592892088748032,"[[47.54044, 29.46001], [47.7585809, 29.5339155]]",1,Окни,,4276,11/11/2005 - 11/11/2005,Окни - Подільськ ЖДВ,#REF!,Одеська область,Щоденно
Подільськ ЖДВ,,"Жорсткий, не менше 20 місць",6349592892088748032,"[[47.535711, 29.4562298], [47.7585809, 29.5339155]]",2,Окни АС,,4277,10/20/2008 - 10/19/2011,Окни АС - Подільськ ЖДВ,#REF!,Одеська область,Щоденно
Федосіївка,,"Жорсткий, не менше 20 місць",6349592892088748032,"[[47.54044, 29.46001], [47.5381732, 29.1838707]]",1,Окни,,4278,11/11/2005 - 11/11/2005,Окни - Федосіївка,#REF!,Одеська область,Щоденно
Чубівка (Одеська),,"Жорсткий, не менше 20 місць",6349592892088748032,"[[47.535711, 29.4562298], [47.6511544, 29.58525849999999]]",1,Окни АС,,4279,11/11/2005 - 11/11/2005,Окни АС - Чубівка (Одеська),#REF!,Одеська область,Щоденно
Базар'янка,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[45.8283804, 29.6170659], [45.88851, 30.14615]]",1,Татарбунари АС,,4282,11/11/2005 - 11/11/2005,Татарбунари АС - Базар'янка,#REF!,Одеська область,Щоденно
Ізмаїл АС,,"М'ягкий, не менше 27 місць",6349592892088748032,"[[48.1351158, 30.077048], [45.3516667, 28.8363889]]",1,Саврань АС,,4291,11/11/2005 - 11/11/2005,Саврань АС - Ізмаїл АС,#REF!,Одеська область,Через день
Подільськ АС,,"ІІ, ІІІ; не менше 25 місць",6349592892088748032,"[[48.1351158, 30.077048], [47.7500035, 29.528858]]",1,Саврань АС,,4294,8/22/2017 - 8/21/2022,Саврань АС - Подільськ АС,#REF!,Одеська область,Щоденно
Іванове,,"А, В,  не менше 18 місць",6349592892088748032,"[[46.597221, 30.7990553], [46.67217, 30.88552]]",1,вул. Паустовського,,4303,3/2/2016 - 3/1/2021,вул. Паустовського - Іванове,#REF!,Одеська область,Щоденно
вул. Паустовського,,"А, В,  не менше 18 місць",6349592892088748032,"[[46.82101429999999, 30.9457904], [46.597221, 30.7990553]]",1,Доброслав АС,,4305,3/2/2016 - 3/1/2021,Доброслав АС - вул. Паустовського,#REF!,Одеська область,Щоденно
Аквапарк,,"М'ягкий, до 30 місць",6349592892088748032,"[[46.47747, 30.73262], [46.428268, 30.766107]]",1,Одеса,,4312,12/1/2006 - 12/1/2011,Одеса - Аквапарк,#REF!,Одеська область,Щоденно
ОК Чабанка,,"А, В, І, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[46.47747, 30.73262], [46.58819, 30.951135999999998]]",1,Одеса,,4313,6/15/2017 - 6/14/2022,Одеса - ОК Чабанка,#REF!,Одеська область,Щоденно
с.Красносілка,,"М'ягкий, не менше 40 місць",6349592892088748032,"[[46.47747, 30.73262], [46.6211188, 30.7719233]]",1,Одеса,,4317,11/11/2005 - 11/11/2005,Одеса - с.Красносілка,#REF!,Одеська область,Щоденно
Одеса (вул. Ген. Бочарова),,"А, В, І, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[46.5882275, 30.7708825], [46.5870304, 30.7979567]]",1,с.Корсунці,,4318,6/15/2017 - 6/14/2022,с.Корсунці - Одеса (вул. Ген. Бочарова),#REF!,Одеська область,Щоденно
Ізмаїл АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[45.7489, 28.61466], [45.3516667, 28.8363889]]",1,Залізничне,,4337,8/27/2012 - 8/26/2017,Залізничне - Ізмаїл АС,#REF!,Одеська область,Щоденно
Великодолинське,,"А, В, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[46.3066073, 30.6474884], [46.34239, 30.57859]]",1,Чорноморськ АС,,4340,4/14/2016 - 4/13/2021,Чорноморськ АС - Великодолинське,#REF!,Одеська область,Щоденно
смт Молодіжне,,"А, В, І, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.3066073, 30.6474884], [46.3093529, 30.6136859]]",1,Чорноморськ АС,,4366,12/30/2016 - 12/29/2021,Чорноморськ АС - смт Молодіжне,#REF!,Одеська область,Щоденно
Кілія,,"А, В, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[45.7593, 29.22587], [45.45518, 29.26367]]",1,Холмське,,4399,4/14/2016 - 4/13/2021,Холмське - Кілія,#REF!,Одеська область,Щоденно
Ізмаїл АС,,"ІІ, ІІІ; не менше 25 місць",6349592892088748032,"[[45.4522716, 29.2701054], [45.3516667, 28.8363889]]",1,Кілія АС,,4400,8/27/2012 - 8/26/2017,Кілія АС - Ізмаїл АС,#REF!,Одеська область,Щоденно в сезон 01.05 по 31.12/Щоденно
Ізмаїл АС,,"ІІ, ІІІ; не менше 25 місць",6349592892088748032,"[[46.3066073, 30.6474884], [45.3516667, 28.8363889]]",1,Чорноморськ АС,,4405,12/28/2016 - 12/27/2021,Чорноморськ АС - Ізмаїл АС,#REF!,Одеська область,Щоденно
"Одеса АС ""Привокзальна"" (сезонний)",,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[45.9401583, 30.2983405], [46.4692164, 30.7405719]]",1,"Курортне АС ""Курортне""",,4406,12/28/2016 - 12/27/2021,"Курортне АС ""Курортне"" - Одеса АС ""Привокзальна"" (сезонний)",#REF!,Одеська область,Щоденно (Сезон)
Веселий Кут,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[47.07971, 29.85753], [46.055, 29.28889]]",1,Велика Михайлівка,,4413,1/1/2011 - 1/1/2011,Велика Михайлівка - Веселий Кут,#REF!,Одеська область,"По днях тижня - 5, 6, 7"
Войничеве,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[47.0759921, 29.8493935], [47.1943596, 29.8618732]]",1,Велика Михайлівка АС,,4414,1/1/2011 - 1/1/2011,Велика Михайлівка АС - Войничеве,#REF!,Одеська область,По днях тижня - 7
Саврань АС,,"М'ягкий, до 50 місць",6349592892088748032,"[[45.3516667, 28.8363889], [48.1351158, 30.077048]]",1,Ізмаїл АС,,4416,11/20/2006 - 11/20/2011,Ізмаїл АС - Саврань АС,#REF!,Одеська область,Щоденно
Ізмаїл АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.055, 29.28889], [45.3516667, 28.8363889]]",1,Веселий Кут,,4417,8/28/2017 - 8/27/2022,Веселий Кут - Ізмаїл АС,#REF!,Одеська область,Щоденно
Рені АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[45.3516667, 28.8363889], [45.4571578, 28.2792955]]",1,Ізмаїл АС,,4419,6/15/2017 - 6/14/2022,Ізмаїл АС - Рені АС,#REF!,Одеська область,Щоденно
Орехівка,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[45.3516667, 28.8363889], [45.8060701, 28.9009312]]",1,Ізмаїл АС,,4426,9/10/2012 - 12/9/2012,Ізмаїл АС - Орехівка,#REF!,Одеська область,"По днях тижня - 1, 3, 5, 6, 7"
Ізмаїл АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.791708, 31.030201], [45.3516667, 28.8363889]]",1,Дмитрівка (Одеська),,4427,8/28/2017 - 8/27/2022,Дмитрівка (Одеська) - Ізмаїл АС,#REF!,Одеська область,Щоденно
Ізмаїл АС,,"А, В, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[45.50661, 28.5747], [45.3516667, 28.8363889]]",1,Котловина,,4428,4/14/2016 - 4/13/2021,Котловина - Ізмаїл АС,#REF!,Одеська область,Щоденно
Одеса,,,6349592892088748032,"[[47.7500035, 29.528858], [46.47747, 30.73262]]",1,Подільськ АС,,4436,- 10/17/2009,Подільськ АС - Одеса,,Одеська область,Щоденно
Ізмаїл,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[45.68119, 28.57138], [45.34929, 28.84079]]",1,Виноградівка,,4450,4/27/2012 - 4/26/2017,Виноградівка - Ізмаїл,#REF!,Одеська область,Щоденно
Подільськ АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[47.3323687, 29.870484], [47.7500035, 29.528858]]",2,Затишшя АС,,4453,4/14/2016 - 4/13/2021,Затишшя АС - Подільськ АС,#REF!,Одеська область,"По днях тижня - 3, 5, 7"
"Одеса АС ""АВ ""Привоз"" (ч\з Ленінталь)",,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.43457, 30.40482], [46.4271103, 30.467057]]",1,Петродолинське,,4458,8/4/2017 - 8/3/2022,"Петродолинське - Одеса АС ""АВ ""Привоз"" (ч\з Ленінталь)",#REF!,Одеська область,Щоденно
Чорноморськ АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.43457, 30.40482], [46.3066073, 30.6474884]]",1,Петродолинське,,4465,11/11/2005 - 11/11/2005,Петродолинське - Чорноморськ АС,,Одеська область,Щоденно
Окни АС,,"Жорсткий, не менше 20 місць",6349592892088748032,"[[46.7953, 29.97357], [47.535711, 29.4562298]]",1,Новокрасне,,4480,10/20/2008 - 10/19/2009,Новокрасне - Окни АС,#REF!,Одеська область,Щоденно
Єгорівка,,"М'ягкий, не менше 30 місць",6349592892088748032,"[[46.47747, 30.73262], [46.7201, 30.40587]]",1,Одеса,,4484,12/1/2006 - 11/30/2009,Одеса - Єгорівка,#REF!,Одеська область,Щоденно (Сезон)
Саврань АС,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[47.9370871, 29.6288401], [48.1351158, 30.077048]]",1,Балта АС,,4492,8/28/2017 - 8/27/2022,Балта АС - Саврань АС,#REF!,Одеська область,Щоденно
"Одеса АС ""Одеса ЖДВ""",,"ІІ, ІІІ; не менше 25 місць",6349592892088748032,"[[45.45518, 29.26367], [46.482526, 30.7233095]]",1,Кілія,,4496,9/10/2017 - 9/9/2022,"Кілія - Одеса АС ""Одеса ЖДВ""",#REF!,Одеська область,Щоденно
Ізмаїл АС,,,6349592892088748032,"[[45.73746, 28.81441], [45.3516667, 28.8363889]]",1,Калчева,,4506,- ,Калчева - Ізмаїл АС,,Одеська область,Щоденно
Подільськ АС,,"А, В, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[47.47307, 29.35935], [47.7500035, 29.528858]]",1,Артирівка,,4508,4/14/2016 - 4/13/2017,Артирівка - Подільськ АС,#REF!,Одеська область,Щоденно
Одеса,,,6349592892088748032,"[[47.3332805, 29.7547309], [46.47747, 30.73262]]",1,Захарівка АС,,4512,- ,Захарівка АС - Одеса,,Одеська область,Щоденно
Болград,,"А, В, ІІ, ІІІ; не менше 19 місць",6349592892088748032,"[[45.50661, 28.5747], [45.68262, 28.61487]]",1,Котловина,,4521,8/28/2017 - 8/27/2022,Котловина - Болград,#REF!,Одеська область,Щоденно
Одеса (Промринок км),,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.22169, 30.27781], [46.44515, 30.634668]]",1,Сухолужжя,,4530,12/28/2016 - 12/27/2021,Сухолужжя - Одеса (Промринок км),#REF!,Одеська область,"По днях тижня - 1, 2, 3, 4, 6, 7"
Овідіополь зуп. Ринок,,"А, В, ІІ, ІІІ; не менше 18 місць",6349592892088748032,"[[46.3066073, 30.6474884], [46.2519995, 30.4372882]]",1,Чорноморськ АС,,4535,4/18/2011 - 4/17/2014,Чорноморськ АС - Овідіополь зуп. Ринок,#REF!,Одеська область,Щоденно
